"female","black","age","education","state","income","vote"
0,1,23,"HS",46,"17-33rd Percentile","Gore"
1,0,48,"ColGrad",39,"68-95th Percentile","Bush"
1,0,57,"ColGrad",45,"34-67th Percentile","Gore"
0,0,80,"SomeCol",43,"34-67th Percentile","Gore"
0,0,20,"SomeCol",39,"17-33rd Percentile","Bush"
0,0,36,"ColGrad",45,"34-67th Percentile","Gore"
1,0,72,"ColGrad",45,"0-16th Percentile","Gore"
0,0,45,"ColGrad",31,"96-100th Percentile","Bush"
1,0,50,"ColGrad",31,"68-95th Percentile","Gore"
1,0,65,"SomeCol",31,"17-33rd Percentile","Gore"
0,0,50,"ColGrad",31,"96-100th Percentile","Bush"
1,0,57,"HS",3,"17-33rd Percentile","NoIntent"
1,1,42,"SomeCol",9,"17-33rd Percentile","Gore"
0,0,32,"ColGrad",9,"96-100th Percentile","Gore"
1,0,31,"ColGrad",9,"68-95th Percentile","Gore"
1,0,73,"HS",8,"17-33rd Percentile","Bush"
1,0,44,"HS",43,"17-33rd Percentile","Bush"
1,0,37,"SomeCol",9,"68-95th Percentile","Bush"
1,0,46,"ColGrad",45,"68-95th Percentile","Gore"
0,0,30,"SomeCol",8,"34-67th Percentile","Gore"
0,0,56,"SomeCol",45,"68-95th Percentile","Gore"
1,0,34,"ColGrad",45,"96-100th Percentile","Bush"
1,0,75,"SomeCol",1,"17-33rd Percentile","Gore"
0,0,62,"ColGrad",31,"34-67th Percentile","Bush"
0,0,33,"ColGrad",22,"34-67th Percentile","Bush"
0,0,61,"HS",22,"17-33rd Percentile","Bush"
1,0,28,"SomeCol",22,"17-33rd Percentile","Bush"
1,0,27,"HS",31,"17-33rd Percentile","Gore"
1,0,64,"SomeCol",31,"96-100th Percentile","Gore"
0,0,68,"HS",31,"68-95th Percentile","Bush"
1,1,35,"SomeCol",31,"34-67th Percentile","Gore"
0,0,60,"HS",31,"17-33rd Percentile","Gore"
1,0,28,"HS",31,"17-33rd Percentile","Gore"
0,0,50,"HS",13,"0-16th Percentile","Bush"
1,1,44,"ColGrad",8,"68-95th Percentile","Gore"
1,0,56,"ColGrad",8,"34-67th Percentile","NoIntent"
1,0,52,"SomeCol",8,"0-16th Percentile","Gore"
0,0,71,"HS",8,"17-33rd Percentile","Bush"
1,0,40,"SomeCol",8,"17-33rd Percentile","Bush"
0,0,37,"ColGrad",29,"68-95th Percentile","Bush"
0,0,55,"ColGrad",7,"68-95th Percentile","Gore"
1,0,73,"HS",24,"17-33rd Percentile","Bush"
1,1,39,"SomeCol",30,"17-33rd Percentile","Gore"
0,0,43,"ColGrad",46,"68-95th Percentile","Gore"
0,0,21,"SomeCol",45,"17-33rd Percentile","Gore"
1,0,53,"ColGrad",31,"96-100th Percentile","Bush"
0,0,39,"ColGrad",43,"17-33rd Percentile","Gore"
0,0,50,"ColGrad",1,"68-95th Percentile","Gore"
1,0,51,"SomeCol",8,"68-95th Percentile","Gore"
1,0,48,"ColGrad",3,"68-95th Percentile","Gore"
0,1,30,"HS",24,"17-33rd Percentile","Gore"
1,1,19,"SomeCol",29,"0-16th Percentile","Gore"
0,0,40,"HS",14,"68-95th Percentile","Gore"
1,0,36,"ColGrad",47,"68-95th Percentile","Gore"
1,0,22,"SomeCol",10,"0-16th Percentile","Bush"
0,0,50,"SomeCol",40,"34-67th Percentile","Bush"
1,1,20,"SomeCol",26,"68-95th Percentile","Gore"
0,0,53,"SomeCol",33,"96-100th Percentile","Bush"
1,0,78,"SomeCol",10,"17-33rd Percentile","Gore"
1,0,68,"SomeCol",43,"34-67th Percentile","Gore"
1,1,23,"SomeCol",10,"17-33rd Percentile","Gore"
1,0,35,"ColGrad",7,"34-67th Percentile","Gore"
1,0,46,"HS",10,"34-67th Percentile","Gore"
0,1,37,"SomeCol",10,"0-16th Percentile","Gore"
0,0,54,"SomeCol",14,"34-67th Percentile","Gore"
0,0,56,"ColGrad",26,"68-95th Percentile","Gore"
1,0,57,"HS",13,"17-33rd Percentile","Bush"
0,0,55,"ColGrad",25,"34-67th Percentile","Bush"
0,1,23,"HS",9,"34-67th Percentile","NoIntent"
1,1,34,"SomeCol",31,"68-95th Percentile","Gore"
0,0,42,"ColGrad",8,"68-95th Percentile","Gore"
1,0,55,"SomeCol",7,"68-95th Percentile","Gore"
1,0,54,"ColGrad",33,"34-67th Percentile","Gore"
0,0,63,"ColGrad",33,"68-95th Percentile","Gore"
1,0,69,"SomeCol",33,"34-67th Percentile","Gore"
1,0,63,"ColGrad",33,"68-95th Percentile","Gore"
0,0,47,"SomeCol",33,"34-67th Percentile","Gore"
1,0,29,"ColGrad",43,"17-33rd Percentile","Gore"
1,0,25,"ColGrad",17,"17-33rd Percentile","Gore"
0,0,54,"SomeCol",17,"68-95th Percentile","Gore"
1,0,27,"SomeCol",8,"34-67th Percentile","Gore"
1,0,20,"SomeCol",31,"34-67th Percentile","NoIntent"
0,0,40,"ColGrad",33,"68-95th Percentile","Gore"
1,0,22,"ColGrad",8,"17-33rd Percentile","Gore"
1,0,20,"HS",22,"96-100th Percentile","Gore"
0,0,48,"SomeCol",3,"0-16th Percentile","Gore"
0,0,34,"ColGrad",4,"34-67th Percentile","Bush"
0,1,55,"SomeCol",45,"17-33rd Percentile","Gore"
0,0,48,"ColGrad",45,"68-95th Percentile","Bush"
0,0,58,"HS",45,"34-67th Percentile","Bush"
0,0,50,"SomeCol",8,"68-95th Percentile","Bush"
0,0,36,"SomeCol",16,"68-95th Percentile","Bush"
0,0,49,"SomeCol",20,"96-100th Percentile","Bush"
1,0,56,"HS",45,"68-95th Percentile","Gore"
1,0,64,"HS",45,"17-33rd Percentile","Gore"
1,0,90,"ColGrad",31,"17-33rd Percentile","Bush"
1,0,32,"SomeCol",31,"34-67th Percentile","Bush"
1,0,53,"ColGrad",31,"68-95th Percentile","Gore"
1,1,35,"HS",23,"0-16th Percentile","Bush"
1,1,73,"HS",26,"0-16th Percentile","Gore"
0,0,60,"SomeCol",32,"0-16th Percentile","Gore"
1,0,37,"HS",12,"68-95th Percentile","Bush"
0,0,39,"SomeCol",22,"34-67th Percentile","Gore"
0,0,42,"SomeCol",45,"68-95th Percentile","Gore"
1,0,60,"HS",4,"0-16th Percentile","Gore"
0,0,71,"<HS",45,"17-33rd Percentile","Gore"
0,0,38,"ColGrad",26,"96-100th Percentile","Gore"
1,0,42,"ColGrad",35,"96-100th Percentile","Bush"
1,1,33,"ColGrad",8,"34-67th Percentile","Gore"
1,1,47,"SomeCol",31,"34-67th Percentile","Gore"
1,0,33,"ColGrad",26,"68-95th Percentile","Bush"
0,0,83,"<HS",3,"17-33rd Percentile","Bush"
1,0,36,"HS",4,"17-33rd Percentile","Gore"
1,0,38,"ColGrad",23,"17-33rd Percentile","Bush"
1,0,41,"SomeCol",37,"34-67th Percentile","Bush"
1,0,45,"SomeCol",35,"34-67th Percentile","Gore"
1,1,63,"SomeCol",25,"17-33rd Percentile","Gore"
0,0,57,"ColGrad",45,"96-100th Percentile","Gore"
0,0,69,"HS",33,"17-33rd Percentile","Gore"
0,0,39,"HS",31,"17-33rd Percentile","Bush"
0,0,27,"SomeCol",29,"34-67th Percentile","Bush"
1,0,60,"HS",43,"17-33rd Percentile","Gore"
0,0,65,"SomeCol",24,"17-33rd Percentile","Bush"
0,0,38,"HS",24,"17-33rd Percentile","Bush"
0,0,55,"ColGrad",47,"68-95th Percentile","Gore"
1,0,43,"SomeCol",17,"17-33rd Percentile","Gore"
0,0,61,"HS",1,"68-95th Percentile","Gore"
1,0,59,"HS",26,"34-67th Percentile","Bush"
0,0,57,"HS",29,"17-33rd Percentile","Bush"
1,0,56,"<HS",45,"17-33rd Percentile","Gore"
0,0,28,"ColGrad",22,"34-67th Percentile","Gore"
1,0,53,"ColGrad",22,"96-100th Percentile","Gore"
0,0,29,"SomeCol",47,"34-67th Percentile","Gore"
0,0,37,"ColGrad",38,"68-95th Percentile","Gore"
0,0,44,"SomeCol",45,"34-67th Percentile","Bush"
1,0,58,"<HS",45,"0-16th Percentile","Gore"
1,0,49,"HS",38,"68-95th Percentile","Gore"
0,0,32,"ColGrad",7,"68-95th Percentile","Bush"
0,0,68,"HS",7,"17-33rd Percentile","Gore"
1,0,39,"SomeCol",7,"68-95th Percentile","Gore"
1,1,41,"SomeCol",7,"34-67th Percentile","Gore"
0,0,40,"HS",7,"34-67th Percentile","Gore"
1,0,76,"ColGrad",7,"34-67th Percentile","Bush"
1,0,44,"SomeCol",8,"34-67th Percentile","Gore"
0,0,49,"ColGrad",8,"68-95th Percentile","Bush"
0,0,68,"<HS",10,"34-67th Percentile","Gore"
1,0,31,"HS",4,"0-16th Percentile","Bush"
0,0,68,"SomeCol",3,"68-95th Percentile","Bush"
0,0,60,"ColGrad",23,"17-33rd Percentile","Bush"
0,1,32,"ColGrad",39,"68-95th Percentile","Gore"
1,0,32,"ColGrad",43,"68-95th Percentile","Bush"
0,0,23,"SomeCol",31,"17-33rd Percentile","Bush"
0,0,66,"SomeCol",33,"68-95th Percentile","NoIntent"
1,0,25,"ColGrad",5,"17-33rd Percentile","Bush"
1,0,75,"SomeCol",31,"17-33rd Percentile","Bush"
1,0,44,"ColGrad",18,"34-67th Percentile","Gore"
1,0,30,"ColGrad",25,"68-95th Percentile","Bush"
1,0,49,"ColGrad",14,"68-95th Percentile","Gore"
0,0,29,"ColGrad",12,"34-67th Percentile","Gore"
1,0,55,"HS",12,"68-95th Percentile","Gore"
1,1,55,"HS",13,"0-16th Percentile","Gore"
1,0,42,"HS",8,"68-95th Percentile","Bush"
0,0,45,"SomeCol",8,"68-95th Percentile","Gore"
0,0,28,"HS",27,"68-95th Percentile","Bush"
0,0,39,"SomeCol",27,"68-95th Percentile","Gore"
0,0,39,"ColGrad",27,"68-95th Percentile","Bush"
1,0,33,"SomeCol",27,"17-33rd Percentile","Bush"
1,0,72,"SomeCol",27,"17-33rd Percentile","Bush"
0,0,22,"HS",27,"96-100th Percentile","Gore"
0,0,34,"HS",27,"68-95th Percentile","Bush"
0,0,34,"HS",27,"34-67th Percentile","Gore"
0,0,32,"SomeCol",27,"17-33rd Percentile","Bush"
0,0,42,"HS",27,"68-95th Percentile","Bush"
0,0,39,"ColGrad",12,"68-95th Percentile","Bush"
1,0,74,"HS",4,"17-33rd Percentile","Bush"
0,0,36,"ColGrad",45,"34-67th Percentile","Gore"
0,1,36,"ColGrad",31,"68-95th Percentile","Gore"
0,0,42,"HS",45,"68-95th Percentile","Gore"
1,0,56,"ColGrad",13,"34-67th Percentile","Bush"
1,0,28,"ColGrad",36,"68-95th Percentile","Gore"
1,0,41,"ColGrad",14,"17-33rd Percentile","Gore"
0,0,38,"SomeCol",14,"17-33rd Percentile","Gore"
0,0,57,"ColGrad",35,"96-100th Percentile","Bush"
0,0,44,"ColGrad",45,"34-67th Percentile","Bush"
1,0,88,"SomeCol",8,"0-16th Percentile","Gore"
1,0,28,"HS",8,"17-33rd Percentile","Gore"
1,0,28,"ColGrad",31,"0-16th Percentile","Bush"
1,0,70,"SomeCol",8,"17-33rd Percentile","Bush"
1,0,47,"SomeCol",8,"34-67th Percentile","Bush"
1,0,37,"ColGrad",35,"68-95th Percentile","NoIntent"
1,0,38,"HS",35,"17-33rd Percentile","Gore"
0,0,36,"SomeCol",11,"34-67th Percentile","Bush"
0,0,48,"SomeCol",11,"34-67th Percentile","Bush"
1,0,51,"HS",14,"34-67th Percentile","Bush"
1,0,52,"HS",13,"17-33rd Percentile","NoIntent"
0,0,23,"SomeCol",18,"68-95th Percentile","Gore"
1,0,36,"ColGrad",13,"34-67th Percentile","Gore"
1,0,73,"HS",31,"0-16th Percentile","Gore"
